0 4
0 8
0 16
1 5
1 9
1 17
2 6
2 10
2 18
3 7
3 11
3 19
4 12
4 20
5 13
5 21
6 14
6 22
7 15
7 23
8 9
8 16
9 17
10 11
10 18
11 19
12 13
12 20
13 21
14 15
14 22
15 23
16 17
18 19
20 21
22 23
