0 2
0 5
0 7
0 9
0 11
1 3
1 5
1 7
1 8
1 10
2 4
2 6
2 9
2 11
3 4
3 6
3 8
3 10
4 6
4 10
4 11
5 7
5 10
5 11
6 8
6 9
7 8
7 9
8 10
9 11
