0 1
0 4
0 6
0 8
0 10
1 4
1 6
1 9
1 11
2 3
2 5
2 7
2 8
2 10
3 5
3 7
3 9
3 11
4 5
4 8
4 9
5 8
5 9
6 7
6 10
6 11
7 10
7 11
8 9
10 11
